No,Plot,Subplot,Species,Light_ISF,Light_Cat,Core,Soil,Adult,Sterile,Conspecific,Myco,SoilMyco,PlantDate,AMF,EMF,Phenolics,Lignin,NSC,Census,Time,Event,Harvest,Alive
7558,18,C,Acer saccharum,0.14,High,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,2018-06-01,14.07,0.0,0.08,13.95,12.52,14,49.0,1.0,0,0
7582,18,B,Acer saccharum,0.138,High,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,2018-06-01,18.77,0.0,-0.03,13.68,12.85,14,49.0,1.0,0,0
7589,18,E,Acer saccharum,0.148,High,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,2018-06-01,18.18,0.0,0.21,14.51,12.56,14,49.0,1.0,0,0
7622,18,B,Quercus rubra,0.138,High,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,18.95,36.5,3.46,20.28,19.72,14,49.0,1.0,0,0
7093,17,A,Quercus alba,0.095,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,12.59,23.8,4.68,17.67,23.69,33,115.5,0.0,0,1
7651,18,B,Acer saccharum,0.138,High,2016,Sterile,1330,Sterile,Sterilized,AMF,Sterile,2018-06-01,11.07,0.0,0.16,14.32,12.46,14,49.0,1.0,0,0
7694,18,B,Acer saccharum,0.138,High,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,2018-06-01,18.77,0.0,-0.03,13.68,12.85,14,49.0,1.0,0,0
7713,18,B,Acer saccharum,0.138,High,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,2018-06-01,18.77,0.0,-0.03,13.68,12.85,14,49.0,1.0,0,0
198,1,C,Quercus rubra,0.106,Med,2017,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,25.4,41.56,3.79,26.69,14.65,15,52.5,1.0,0,0
283,1,D,Quercus rubra,0.107,Med,2017,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,14.3,29.68,3.69,19.45,19.79,15,52.5,1.0,0,0
7119,17,E,Quercus alba,0.094,Med,2017,Sterile,1297,Sterile,Sterilized,EMF,Sterile,2018-06-07,7.91,7.01,3.44,19.44,19.38,33,115.5,0.0,0,1
578,2,A,Quercus rubra,0.083,Med,2016,Quercus alba,415,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,21.04,23.31,3.82,21.04,18.03,15,52.5,1.0,0,0
711,2,B,Quercus rubra,0.082,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,20.73,12.61,2.58,24.61,11.98,15,52.5,1.0,0,0
7126,17,C,Quercus rubra,0.122,High,2017,Sterile,1454,Sterile,Sterilized,EMF,Sterile,2018-06-07,14.89,7.8,3.74,24.28,16.16,17,59.5,1.0,0,0
1074,3,C,Quercus alba,0.103,Med,2017,Acer rubrum,1326,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,13.9,21.05,4.71,17.55,24.28,15,52.5,1.0,0,0
7142,17,D,Quercus rubra,0.118,Med,2017,Acer rubrum,50,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,18.02,32.03,3.59,23.47,16.34,33,115.5,0.0,0,1
7143,17,D,Quercus alba,0.118,Med,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,22.62,27.21,5.22,18.79,24.0,33,115.5,0.0,0,1
7144,17,D,Quercus rubra,0.118,Med,2017,Quercus rubra,1688,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,20.73,36.57,4.08,25.44,15.57,33,115.5,0.0,0,1
1142,3,B,Quercus alba,0.082,Med,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,23.53,37.65,5.01,19.39,20.67,15,52.5,1.0,0,0
7150,17,B,Quercus alba,0.111,Med,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,23.12,22.48,5.11,18.4,22.88,21,73.5,1.0,0,0
7152,17,B,Quercus rubra,0.111,Med,2017,Quercus rubra,921,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,17.78,49.61,3.97,21.92,17.54,21,73.5,1.0,0,0
1310,4,C,Acer saccharum,0.079,Med,2016,Sterile,1330,Sterile,Sterilized,AMF,Sterile,2018-06-11,9.58,0.0,-0.04,12.96,12.45,15,52.5,1.0,0,0
7155,17,E,Quercus rubra,0.094,Med,2017,Quercus rubra,984,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,23.08,25.11,3.65,25.91,14.77,33,115.5,0.0,0,1
7157,17,E,Quercus alba,0.094,Med,2017,Sterile,1715,Sterile,Sterilized,EMF,Sterile,2018-06-07,7.91,7.01,3.44,19.44,19.38,33,115.5,0.0,0,1
1325,4,C,Acer saccharum,0.079,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,22.78,0.0,-0.65,14.27,12.12,15,52.5,1.0,0,0
7164,17,D,Quercus rubra,0.118,Med,2017,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,35.35,31.91,3.96,25.79,15.36,33,115.5,0.0,0,1
1381,4,C,Acer saccharum,0.079,Med,2016,Sterile,961,Sterile,Sterilized,AMF,Sterile,2018-06-11,9.58,0.0,-0.04,12.96,12.45,15,52.5,1.0,0,0
1508,4,C,Acer saccharum,0.079,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,22.78,0.0,-0.65,14.27,12.12,15,52.5,1.0,0,0
1649,4,D,Acer saccharum,0.073,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,22.62,0.0,-0.71,13.98,11.83,15,52.5,1.0,0,0
7173,17,B,Quercus rubra,0.111,Med,2017,Acer saccharum,1330,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,33.04,31.93,3.87,25.86,15.22,33,115.5,0.0,0,1
1657,4,B,Acer saccharum,0.076,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,21.85,0.0,-0.66,14.09,11.88,15,52.5,1.0,0,0
1676,4,B,Acer saccharum,0.076,Med,2016,Prunus serotina,1027,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,21.85,0.0,-0.66,14.09,11.88,15,52.5,1.0,0,0
1845,5,A,Acer saccharum,0.086,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,21.35,0.0,-0.58,14.11,12.2,15,52.5,1.0,0,0
1856,5,A,Acer saccharum,0.086,Med,2016,Sterile,1323,Sterile,Sterilized,AMF,Sterile,2018-06-11,9.09,0.0,0.06,12.41,12.37,15,52.5,1.0,0,0
1865,5,C,Acer saccharum,0.098,Med,2016,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,22.46,0.0,-0.68,13.97,12.23,15,52.5,1.0,0,0
1926,5,C,Acer saccharum,0.098,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,22.46,0.0,-0.68,13.97,12.23,15,52.5,1.0,0,0
1947,5,B,Acer saccharum,0.091,Med,2016,Prunus serotina,1027,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,19.97,0.0,-0.49,13.95,12.21,15,52.5,1.0,0,0
7191,17,B,Quercus alba,0.111,Med,2017,Acer rubrum,1326,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,11.41,25.02,4.83,18.29,23.49,33,115.5,0.0,0,1
2004,5,B,Acer saccharum,0.091,Med,2016,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,19.97,0.0,-0.49,13.95,12.21,15,52.5,1.0,0,0
2082,5,D,Acer saccharum,0.103,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,22.16,0.0,-0.64,13.88,12.13,15,52.5,1.0,0,0
2230,6,C,Acer saccharum,0.087,Med,2016,Sterile,561,Sterile,Sterilized,AMF,Sterile,2018-06-11,8.7,0.0,0.05,12.43,12.39,15,52.5,1.0,0,0
2249,6,C,Acer saccharum,0.087,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,20.69,0.0,-0.57,14.06,12.3,15,52.5,1.0,0,0
2403,6,E,Acer saccharum,0.091,Med,2016,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,19.97,0.0,-0.49,13.95,12.21,15,52.5,1.0,0,0
2421,6,B,Acer saccharum,0.092,Med,2016,Sterile,1323,Sterile,Sterilized,AMF,Sterile,2018-06-11,7.44,0.0,0.05,12.6,12.31,15,52.5,1.0,0,0
7218,17,D,Quercus rubra,0.118,Med,2017,Acer rubrum,1326,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,18.02,32.03,3.59,23.47,16.34,33,115.5,0.0,0,1
2454,6,B,Acer saccharum,0.092,Med,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,2018-06-11,14.46,0.0,0.19,14.11,12.06,15,52.5,1.0,0,0
2497,6,D,Acer saccharum,0.09,Med,2016,Prunus serotina,1027,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,21.41,0.0,-0.61,14.01,12.25,15,52.5,1.0,0,0
2668,7,A,Quercus rubra,0.078,Med,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,17.85,31.56,3.66,20.58,18.28,15,52.5,1.0,0,0
7226,17,B,Quercus alba,0.111,Med,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,11.41,25.02,4.83,18.29,23.49,33,115.5,0.0,0,1
2762,7,A,Quercus rubra,0.078,Med,2017,Quercus alba,1205,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,16.51,46.08,3.19,26.99,13.03,15,52.5,1.0,0,0
7235,17,D,Quercus rubra,0.118,Med,2017,Populus grandidentata,394,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,18.33,36.34,3.89,21.12,17.85,33,115.5,0.0,0,1
2783,7,E,Quercus rubra,0.075,Low,2016,Acer rubrum,1384,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,21.05,29.98,3.54,27.22,14.22,15,52.5,1.0,0,0
2835,7,E,Quercus rubra,0.075,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,17.06,34.36,3.62,20.43,18.29,15,52.5,1.0,0,0
2976,7,B,Quercus rubra,0.079,Med,2016,Quercus alba,1715,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,21.06,23.63,3.76,23.34,16.57,15,52.5,1.0,0,0
3003,7,D,Quercus rubra,0.08,Med,2017,Acer saccharum,961,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,20.81,46.97,3.8,26.87,14.65,15,52.5,1.0,0,0
3166,8,C,Quercus rubra,0.061,Low,2017,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,29.94,33.73,3.92,27.32,15.07,15,52.5,1.0,0,0
3255,8,D,Quercus rubra,0.063,Low,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,16.37,28.29,3.7,20.45,18.49,15,52.5,1.0,0,0
3353,8,B,Acer saccharum,0.066,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,18.87,0.0,-0.65,13.64,11.99,15,52.5,1.0,0,0
4151,10,D,Quercus rubra,0.06,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,18.89,26.13,3.85,21.66,17.66,15,52.5,1.0,0,0
4273,10,B,Quercus rubra,0.072,Low,2017,Acer saccharum,1330,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,22.07,28.17,3.83,22.69,16.83,15,52.5,1.0,0,0
4279,10,D,Quercus rubra,0.06,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,18.89,26.13,3.85,21.66,17.66,15,52.5,1.0,0,0
4397,11,A,Quercus alba,0.068,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,16.88,35.95,3.73,19.55,19.36,15,52.5,1.0,0,0
4467,11,A,Quercus alba,0.068,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,21.72,38.52,4.52,22.0,17.55,15,52.5,1.0,0,0
4488,11,A,Quercus rubra,0.068,Low,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,20.27,30.37,3.51,27.39,13.87,15,52.5,1.0,0,0
7272,17,D,Acer saccharum,0.118,Med,2017,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,2018-06-01,15.07,0.0,-0.05,13.14,12.23,18,63.0,1.0,0,0
5079,12,B,Quercus alba,0.06,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,18.12,29.83,3.68,19.32,19.58,15,52.5,1.0,0,0
5116,12,B,Quercus alba,0.06,Low,2017,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,26.08,40.7,4.66,19.2,21.57,15,52.5,1.0,0,0
7281,17,B,Quercus rubra,0.111,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,23.92,35.04,3.35,25.83,14.66,33,115.5,0.0,0,1
5174,12,B,Quercus alba,0.06,Low,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,18.12,29.83,3.68,19.32,19.58,15,52.5,1.0,0,0
5211,13,A,Acer saccharum,0.052,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,AMF,AMF,2018-06-11,20.66,0.0,-0.58,10.16,10.87,15,52.5,1.0,0,0
5735,14,C,Acer saccharum,0.053,Low,2017,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,2018-06-11,16.5,0.0,-0.08,11.36,11.62,15,52.5,1.0,0,0
5795,14,C,Quercus alba,0.053,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,17.11,28.75,3.67,19.16,20.22,15,52.5,1.0,0,0
7290,17,D,Quercus alba,0.118,Med,2017,Quercus alba,1205,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,10.83,36.24,5.26,21.46,18.14,33,115.5,0.0,0,1
5973,14,D,Quercus alba,0.059,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,27.91,41.55,4.6,19.15,22.41,15,52.5,1.0,0,0
6145,15,A,Quercus alba,0.087,Med,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,19.31,23.28,4.99,18.69,22.02,15,52.5,1.0,0,0
6169,15,C,Acer saccharum,0.103,Med,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,2018-06-06,14.33,0.0,-0.04,13.45,12.56,15,52.5,1.0,0,0
6665,16,A,Quercus alba,0.122,High,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,17.53,26.97,4.45,18.94,24.64,15,52.5,1.0,0,0
6673,16,C,Quercus alba,0.133,High,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,30.28,45.41,5.26,18.88,23.64,15,52.5,1.0,0,0
6815,16,D,Quercus alba,0.133,High,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,30.28,45.41,5.26,18.88,23.64,15,52.5,1.0,0,0
7304,17,D,Quercus rubra,0.118,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,17.64,34.98,3.44,22.85,16.6,33,115.5,0.0,0,1
7037,17,C,Quercus alba,0.122,High,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,17.53,26.97,4.45,18.94,24.64,15,52.5,1.0,0,0
7122,17,C,Quercus alba,0.122,High,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,30.89,42.33,5.19,19.08,23.46,15,52.5,1.0,0,0
7331,17,B,Quercus alba,0.111,Med,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,29.87,39.53,5.12,19.14,23.05,15,52.5,1.0,0,0
7332,17,B,Quercus alba,0.111,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,21.06,22.28,4.26,18.57,23.54,15,52.5,1.0,0,0
7415,18,C,Quercus alba,0.14,High,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,31.95,43.51,5.32,19.1,23.93,15,52.5,1.0,0,0
7328,17,B,Quercus rubra,0.111,Med,2017,Quercus rubra,1454,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,17.78,49.61,3.97,21.92,17.54,33,115.5,0.0,0,1
7768,18,B,Quercus alba,0.138,High,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,17.96,32.3,4.54,19.14,24.27,15,52.5,1.0,0,0
14,1,C,Prunus serotina,0.106,Med,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,35.6,0.0,0.37,10.22,13.87,16,56.0,1.0,0,0
116,1,A,Prunus serotina,0.108,Med,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,2018-06-06,30.53,0.0,0.68,10.51,13.74,16,56.0,1.0,0,0
202,1,A,Prunus serotina,0.108,Med,2017,Prunus serotina,1027,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,23.31,0.0,0.2,10.42,13.92,16,56.0,1.0,0,0
7335,17,B,Quercus rubra,0.111,Med,2017,Sterile,970,Sterile,Sterilized,EMF,Sterile,2018-06-07,15.4,6.35,3.59,24.6,15.49,33,115.5,0.0,0,1
380,1,B,Prunus serotina,0.1,Med,2017,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,2018-06-08,39.23,0.0,0.68,7.97,11.5,16,56.0,1.0,0,0
704,2,B,Quercus alba,0.082,Med,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,16.39,15.84,4.82,17.99,21.76,16,56.0,1.0,0,0
771,2,D,Prunus serotina,0.1,Med,2016,Prunus serotina,1027,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,22.84,0.0,0.21,10.4,13.93,16,56.0,1.0,0,0
789,2,D,Prunus serotina,0.1,Med,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,22.84,0.0,0.21,10.4,13.93,16,56.0,1.0,0,0
923,3,A,Prunus serotina,0.08,Med,2017,Acer saccharum,1323,Non-Sterile,Heterospecific,AMF,AMF,2018-06-07,31.81,0.0,0.71,9.35,11.66,16,56.0,1.0,0,0
984,3,C,Quercus rubra,0.103,Med,2017,Sterile,970,Sterile,Sterilized,EMF,Sterile,2018-06-07,8.99,6.46,3.56,24.16,15.82,16,56.0,1.0,0,0
1108,3,E,Quercus alba,0.095,Med,2016,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,21.77,31.08,5.05,18.84,22.51,16,56.0,1.0,0,0
7353,18,A,Quercus rubra,0.141,High,2017,Sterile,921,Sterile,Sterilized,EMF,Sterile,2018-06-07,18.88,17.6,3.86,21.09,18.84,33,115.5,0.0,0,1
1226,3,B,Acer saccharum,0.082,Med,2017,Sterile,1757,Sterile,Sterilized,AMF,Sterile,2018-06-07,10.58,0.0,-0.03,12.92,12.57,16,56.0,1.0,0,0
1228,3,B,Quercus alba,0.082,Med,2017,Quercus alba,1715,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,15.42,30.73,4.83,23.87,15.99,16,56.0,1.0,0,0
1308,4,C,Prunus serotina,0.079,Med,2016,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,2018-06-06,32.91,0.0,0.69,8.91,11.73,16,56.0,1.0,0,0
7364,18,A,Quercus alba,0.141,High,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,19.35,25.19,5.54,18.98,24.28,33,115.5,0.0,0,1
7366,18,A,Quercus rubra,0.141,High,2017,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,23.01,32.95,4.09,20.03,21.95,18,63.0,1.0,0,0
1344,4,C,Prunus serotina,0.079,Med,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,34.48,0.0,0.5,7.95,11.53,16,56.0,1.0,0,0
1347,4,C,Prunus serotina,0.079,Med,2016,Acer saccharum,961,Non-Sterile,Heterospecific,AMF,AMF,2018-06-07,37.6,0.0,0.74,7.83,11.34,16,56.0,1.0,0,0
1357,4,A,Prunus serotina,0.078,Med,2016,Acer saccharum,1330,Non-Sterile,Heterospecific,AMF,AMF,2018-06-07,34.41,0.0,0.67,8.36,11.43,16,56.0,1.0,0,0
7381,18,A,Quercus rubra,0.141,High,2017,Quercus rubra,1595,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,23.6,49.9,4.32,20.32,20.84,33,115.5,0.0,0,1
7386,18,A,Quercus alba,0.141,High,2017,Sterile,1205,Sterile,Sterilized,EMF,Sterile,2018-06-07,17.52,22.89,4.26,19.11,22.98,23,80.5,1.0,0,0
1391,4,A,Prunus serotina,0.078,Med,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,2018-06-08,32.66,0.0,0.6,5.31,7.66,16,56.0,1.0,0,0
1422,4,C,Prunus serotina,0.079,Med,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,2018-06-06,32.91,0.0,0.69,8.91,11.73,16,56.0,1.0,0,0
1438,4,C,Prunus serotina,0.079,Med,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,34.48,0.0,0.5,7.95,11.53,16,56.0,1.0,0,0
7397,18,C,Quercus alba,0.14,High,2017,Quercus rubra,970,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,12.03,43.39,5.58,21.03,19.35,33,115.5,0.0,0,1
1442,4,A,Prunus serotina,0.078,Med,2017,Quercus alba,1715,Non-Sterile,Heterospecific,AMF,EMF,2018-06-06,25.41,0.0,0.65,9.28,11.93,16,56.0,1.0,0,0
1495,4,A,Prunus serotina,0.078,Med,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,2018-06-08,32.66,0.0,0.6,5.31,7.66,16,56.0,1.0,0,0
7405,18,A,Quercus alba,0.141,High,2017,Acer saccharum,961,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,19.35,25.19,5.54,18.98,24.28,33,115.5,0.0,0,1
7409,18,C,Quercus rubra,0.14,High,2017,Quercus rubra,970,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,19.63,52.85,4.39,23.65,16.73,33,115.5,0.0,0,1
1523,4,E,Prunus serotina,0.071,Low,2017,Prunus serotina,1027,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,36.17,0.0,0.4,5.28,7.28,16,56.0,1.0,0,0
7411,18,C,Quercus rubra,0.14,High,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,22.2,32.06,4.12,19.67,22.13,33,115.5,0.0,0,1
1526,4,D,Prunus serotina,0.073,Low,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,2018-06-06,31.46,0.0,0.67,7.54,11.5,16,56.0,1.0,0,0
1543,4,D,Prunus serotina,0.073,Low,2017,Populus grandidentata,277,Non-Sterile,Heterospecific,AMF,EMF,2018-06-08,34.5,0.0,0.56,5.4,7.05,16,56.0,1.0,0,0
1558,4,D,Prunus serotina,0.073,Low,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,AMF,AMF,2018-06-07,30.16,0.0,0.55,4.97,6.92,16,56.0,1.0,0,0
1584,4,D,Prunus serotina,0.073,Low,2017,Populus grandidentata,891,Non-Sterile,Heterospecific,AMF,EMF,2018-06-08,34.5,0.0,0.56,5.4,7.05,16,56.0,1.0,0,0
1588,4,B,Prunus serotina,0.076,Med,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,AMF,AMF,2018-06-07,29.98,0.0,0.55,4.87,6.93,16,56.0,1.0,0,0
1590,4,B,Prunus serotina,0.076,Med,2016,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,2018-06-06,19.85,0.0,0.66,6.9,10.9,16,56.0,1.0,0,0
1604,4,B,Prunus serotina,0.076,Med,2016,Prunus serotina,689,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,35.51,0.0,0.44,5.22,7.05,16,56.0,1.0,0,0
1609,4,B,Prunus serotina,0.076,Med,2016,Quercus alba,1297,Non-Sterile,Heterospecific,AMF,EMF,2018-06-06,20.69,0.0,0.63,5.03,8.04,16,56.0,1.0,0,0
1638,4,D,Prunus serotina,0.073,Low,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,2018-06-06,31.46,0.0,0.67,7.54,11.5,16,56.0,1.0,0,0
1651,4,D,Prunus serotina,0.073,Low,2016,Quercus alba,1205,Non-Sterile,Heterospecific,AMF,EMF,2018-06-06,20.12,0.0,0.6,5.11,8.14,16,56.0,1.0,0,0
7438,18,A,Quercus alba,0.141,High,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,11.37,42.18,5.58,21.02,19.46,33,115.5,0.0,0,1
1654,4,D,Prunus serotina,0.073,Low,2017,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,2018-06-08,34.5,0.0,0.56,5.4,7.05,16,56.0,1.0,0,0
1662,4,B,Prunus serotina,0.076,Med,2017,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,2018-06-06,19.85,0.0,0.66,6.9,10.9,16,56.0,1.0,0,0
1711,4,B,Prunus serotina,0.076,Med,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,2018-06-06,20.69,0.0,0.63,5.03,8.04,16,56.0,1.0,0,0
1722,4,D,Prunus serotina,0.073,Low,2016,Acer saccharum,561,Non-Sterile,Heterospecific,AMF,AMF,2018-06-07,30.16,0.0,0.55,4.97,6.92,16,56.0,1.0,0,0
7460,18,A,Quercus rubra,0.141,High,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,19.22,40.07,3.45,19.97,20.76,33,115.5,0.0,0,1
1735,5,A,Prunus serotina,0.086,Med,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,2018-06-06,32.51,0.0,0.63,10.91,13.43,16,56.0,1.0,0,0
7468,18,C,Quercus alba,0.14,High,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,12.03,43.39,5.58,21.03,19.35,33,115.5,0.0,0,1
1738,5,C,Prunus serotina,0.098,Med,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,24.19,0.0,0.16,10.41,13.92,16,56.0,1.0,0,0
7470,18,C,Prunus serotina,0.14,High,2017,Sterile,1027,Sterile,Sterilized,AMF,Sterile,2018-06-05,18.16,0.0,-0.02,9.35,11.98,33,115.5,0.0,0,1
1783,5,A,Prunus serotina,0.086,Med,2016,Acer saccharum,1757,Non-Sterile,Heterospecific,AMF,AMF,2018-06-08,35.87,0.0,0.72,10.36,13.55,16,56.0,1.0,0,0
1785,5,A,Prunus serotina,0.086,Med,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,AMF,EMF,2018-06-08,38.2,0.0,0.67,7.17,11.2,16,56.0,1.0,0,0
